file,x1,y1,x2,y2,class,kpx1,kpy1,kpx2,kpy2,kpx3,kpy3,kpx4,kpy4,kpx5,kpy5,kpx6,kpy6,kpx7,kpy7,kpx8,kpy8,kpx9,kpy9,kpx10,kpy10,kpx11,kpy11,kpx12,kpy12,kpx13,kpy13,kpx14,kpy14,kpx15,kpy15,kpx16,kpy16,kpx17,kpy17,kpx18,kpy18,kpx19,kpy19,kpx20,kpy20,kpx21,kpy21
../data/I/004768.jpg,149,438,408,608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/002339.jpg,167,209,223,291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/006422.jpg,504,598,533,639,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/001266.jpg,119,222,189,357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009692.jpg,345,141,392,225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/003158.jpg,6,228,219,348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000297.jpg,24,323,101,391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009754.jpg,305,389,477,556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/006477.jpg,181,138,452,637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007130.jpg,694,301,720,327,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/006664.jpg,150.0,164.0,296.0,310.0,1.0,31.18539428711003,38.97521972656003,43.23671497584999,35.26086956521999,54.71497584541001,35.47342995168998,81.92270531401002,32.28502415458999,93.85346984863,27.866775512700002,106.31414794922,28.181716918950002,38.7729468599,50.990338164250005,58.32850241546001,50.35265700483001,83.83574879227001,47.80193236714999,103.17874396135,42.48792270531001,62.36714975845001,78.19806763285001,74.62801932367,80.01449275362003,86.60165405273,73.34031677246003,76.375,89.86698913573997,77.12077294686,94.76328502415004,78.36714975845001,100.16425120772999,48.12560386472998,49.502415458939964,93.73913043477998,43.45410628018996,73.373046875,72.27549743652,59.39785766602,94.50152587891,93.70434570313,90.75228881836003
../data/II/008876.jpg,37,478,234,633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/008520.jpg,400.0,156.0,516.0,271.0,1.0,31.607085346220003,25.78904991948002,41.83252818035004,22.925925925930017,52.26247987117995,25.17552334944,69.44122383253,26.40257648952999,79.87117552335002,27.220611916259998,90.91465378422004,29.47020933977001,33.65217391304003,34.37842190016002,49.80837359098001,36.219001610310016,68.41867954910998,38.05958132044998,83.55233494364006,40.92270531401002,43.87761674717996,55.2383252818,54.92109500805003,61.78260869565,69.23671497584996,59.533011272140016,53.89855072464002,67.91787439613998,53.285024154590076,75.28019323671,52.46698872785993,83.86956521738998,41.423510466990024,34.99194847020999,75.98550724638,39.286634460550005,55.53462157809997,55.03381642512002,40.14666699999998,72.786667,69.44122383253,75.07568438003
../data/I/001512.jpg,225,24,714,545,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/004486.jpg,356,29,530,349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007406.jpg,234,278,334,449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000064.jpg,271,334,316,396,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/003756.jpg,143.0,125.0,256.0,235.0,1.0,23.29345703125,40.53225708008,29.04388427733997,33.32540893555,38.23188405797001,29.77777777777999,53.04013061523,23.406005859380002,61.84683227538997,17.5530090332,72.17314147948997,15.677017211910027,30.0625,48.09375,43.21739130435,41.826086956520015,60.87439613527002,32.685990338160025,75.83091787439997,25.0,49.44927536231998,60.93719806762999,60.87439613527002,60.314009661839975,70.42995169082002,49.51207729468999,64.71249389648,64.85250854492,69.18357487923001,71.32367149758,73.54589371981004,78.59420289855001,35.73913043478001,43.69565217391002,67.93719806762999,27.49275362318997,57.42500305176003,54.08874511718997,57.42500305176003,74.11749267578,83.41250610352,57.63125610352
../data/I/003289.jpg,475,592,498,607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000445.jpg,387.0,155.0,418.0,186.0,1.0,8.729468599029985,7.647342995169993,10.661835748789997,7.212560386469988,12.874267578129945,7.3991088867200006,18.004830917870038,7.647342995169993,21.338164251210003,7.260869565219991,24.57487922705002,7.212560386469988,8.794494628910002,10.195907592769998,12.739130434779952,10.352657004830007,18.637681159420026,10.434782608700004,22.835748792270067,10.497584541060007,12.318840579710013,14.376811594200007,14.869565217390004,16.521739130430007,17.942028985510035,15.594202898550009,14.115942028990048,18.898550724640018,14.140096618359962,20.54589371981004,14.115942028990048,22.376811594199978,10.806763285019997,10.30434782608998,20.95169082126,10.352657004830007,14.0,14.086956521740007,11.333333333330017,19.942028985510035,19.333333333330017,20.40579710144999
../data/I/001021.jpg,102.0,86.0,167.0,151.0,1.0,11.998657226559999,19.60691833496,18.566827697260024,17.392914653779997,25.855072463769986,16.92270531400999,35.259259259260006,15.512077294690002,41.25442834137999,13.631239935587999,46.30917874396002,13.278582930757011,17.391304347830015,22.800322061189988,25.502415458939993,22.21256038646999,36.31723027375,19.979066022539996,44.19323671498,18.333333333330003,25.619967793880008,33.49758454106001,34.436392914650014,35.61352657005,41.01932367149999,30.793880837360007,34.67149758453999,38.66988727857999,35.141706924320005,43.724637681160004,35.729468599029985,49.014492753620004,21.623188405799993,22.330112721420008,40.314009661839975,18.803542673109988,34.90660225443,32.08695652173999,23.033816425119994,42.07890499195,42.54750402575999,38.434782608700004
../data/I/005232.jpg,0.0,226.0,401.0,671.0,1.0,72.647590637207,71.87805175781,116.54431152344,70.51898193359,157.21716308594,94.17886352539,231.77642822266003,119.69882202147994,284.85046386719,122.63787841797006,327.02536010742,148.96469116211,86.455726623535,112.56997680664,140.4267310789,139.79388083736,232.60869565217004,163.91626409018,286.88405797101,172.53140096617994,124.05797101449,209.57648953301003,159.38003220612,235.42190016102995,207.62479871176004,235.42190016102995,151.62640901771002,270.74396135266,146.45732689211002,288.83574879227,142.14975845411,306.9275362318799,115.44283413848999,124.28663446054998,260.17713365539,166.50080515297998,167.99516908213002,210.43800322061003,102.52012882448,266.43639291464996,198.14814814815,297.45088566827997
../data/I/001604.jpg,158.0,62.0,253.0,154.0,1.0,30.207729468600007,20.74396135265701,35.62801932367,21.072463768115995,40.555555555560005,21.893719806763002,51.396135265699996,21.072463768115995,61.415458937200015,19.429951690821,71.43478260869998,21.400966183574994,31.357487922709993,29.777777777778,42.69082125604001,30.106280193236998,54.18840579709999,28.956521739129997,65.68599033816002,29.61352657004801,36.61352657005,45.71014492754,44.826086956520015,50.473429951689994,55.33816425121003,46.859903381639995,44.66183574878997,58.19323671498002,44.826086956520015,60.98550724638001,44.990338164250005,63.44927536232001,36.942028985510035,31.58454106280199,59.280193236710005,30.106280193236998,44.00483091786998,45.053140096619984,36.44927536231998,59.835748792269996,56.98067632849998,59.507246376810016
../data/II/007918.jpg,279,465,308,499,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000090.jpg,401,168,485,216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007406.jpg,363.0,114.0,464.0,215.0,1.0,24.683349609379945,24.02410888672,32.16908212559997,20.913043478259993,40.28502415459002,22.434782608700004,59.26570048308997,22.202898550719993,69.52657004831002,23.15297906601998,79.21739130434997,25.623188405799993,28.280193236709977,30.888888888889994,41.214170692429946,32.08373590982001,59.57971014492995,33.47826086956999,72.74879227053003,34.608695652169985,39.314009661839975,49.565217391299996,48.434782608700004,53.555555555560005,58.69565217390999,50.89533011271999,48.814814814810006,59.826086956520015,48.434782608700004,67.04669887278999,47.72463768115995,75.52657004831002,36.65378421899999,32.463768115939985,66.15458937197997,33.256038647340006,48.434782608700004,48.61513687601001,35.71980676329002,60.985507246379996,63.63607085346001,62.48631239936
../data/I/002443.jpg,42.0,94.0,329.0,378.0,1.0,63.125,73.79000854492,84.92749786376999,69.94250488281,111.25120772947,67.08212560386002,166.15249633788997,62.24749755859,192.05636070852998,58.28985507246,214.66505636070997,58.708534621580014,79.85024154588999,94.71497584541001,116.98999023438,96.02000427246003,166.51800537108997,92.79565429688,200.35250854492,84.05000305176003,118.69999694824,148.17500305176003,146.00161030596,155.8421900161,168.61030595813,144.53784219002003,146.83896940418998,172.17069243156004,147.77000427246003,185.36749267578,148.51368760064,197.71014492754,99.10950080514999,93.45893719807,185.77616747182003,86.34138486312,144.3268921095,141.60708534622,115.70750427246,183.22998046875,178.23993558776002,179.70692431562003
../data/I/001440.jpg,456.0,271.0,499.0,326.0,1.0,11.353479853479996,13.31135531135999,16.692307692309953,12.606227106229994,22.13186813187002,13.31135531135999,31.399267399270002,13.210622710619987,37.946886446890005,13.00915750915999,43.68864468864007,13.613553113549983,13.771062271059975,17.542124542120007,20.923076923079975,17.44139194139001,31.8021978022,17.542124542120007,40.263736263739986,17.542124542120007,22.434782608700004,28.59389454208997,27.36996336995992,30.93956043956001,32.14801110082999,28.852913968550013,27.974358974359973,33.35714285713999,28.075091575090028,35.97619047618997,28.27655677655997,38.595238095240006,17.397435897440005,17.44139194139001,36.03296703297002,17.44139194139001,27.06776556776998,28.320512820510032,20.6216466235,35.19888991673997,35.256244218320035,35.069380203519984
../data/II/010107.jpg,43,83,226,279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000214.jpg,209,70,350,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007291.jpg,361,84,391,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/008333.jpg,133,357,213,408,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/006442.jpg,490,766,604,828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009675.jpg,90,185,117,201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009684.jpg,171,32,296,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/010107.jpg,40.0,70.0,192.0,225.0,1.0,36.37986755371101,30.669601440430014,51.985507246377,29.840579710144993,67.13043478261,34.09178743961,91.71206665039,37.704269409180014,105.92270531401002,40.73429951691001,114.95652173913001,51.62801932366999,41.888888888889,44.98550724638001,61.19745635986,48.11312866211,89.31875610352,52.05261230469,106.45410628018999,55.08212560386002,57.83091787439599,74.74396135266,75.10144927536001,83.24637681158998,90.77777777777999,80.32367149758002,74.57004830918001,93.87439613527002,73.24154589372,100.78260869565,72.17874396135001,106.62801932367,52.51690821256001,46.314009661839975,98.48309178744,53.22222222222,78.28985507246,74.21256038646999,52.782608695652,98.12560386472998,85.46376811594,103.97101449275002
../data/I/002520.jpg,57.0,101.0,179.0,223.0,1.0,37.018753051758,41.50625610352,40.168746948242,39.66874694824,43.55555555555999,37.555555555560005,53.407407407410005,25.888888888889994,63.26875305176,15.387496948239999,78.55555555556,12.925925925930002,44.59259259259001,53.111111111110006,50.81481481480999,48.7037037037,65.23750305176,37.56875610352,79.07407407406998,25.629629629630017,55.22222222222,63.48148148148002,65.10624694824,64.47500610352,72.25500488281,57.25999450683997,63.77777777778,71.25925925926003,68.18518518519,76.7037037037,72.85185185185,81.62962962963002,47.44444444444001,49.48148148148002,71.2962962963,29.518518518519983,58.592592592589995,59.33333333332999,66.94375610351999,79.96249389648,78.625,73.79374694823997
../data/I/005289.jpg,55.0,166.0,603.0,714.0,1.0,145.43800322061,104.77455716586002,189.96618357487998,99.74718196457002,238.08534621577996,116.98389694042004,328.66204833984,134.72677612305,383.6162109375,131.27233886719,433.40802001952994,151.34100341797,163.39291465378002,158.63929146537998,232.33977455717002,182.33977455717002,323.55072463768,194.54911433172003,401.11594202899005,194.54911433172003,212.94847020933997,275.70531400965996,260.34943639291,295.81481481480995,310.24536132812995,288.43090820312995,257.7822265625,330.73480224609,255.78750610352,350.41796875,248.53784219002,374.14975845410993,195.71175523348998,167.25764895330002,363.33190917969,191.59875488281,265.78509521484,272.35116577147994,199.44018554688,343.94357299805,307.86773681641,362.20446777344
../data/II/009791.jpg,64,85,279,282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/004815.jpg,195,386,287,466,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009886.jpg,153,287,374,530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/006658.jpg,208,378,348,482,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007785.jpg,38,123,119,233,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000912.jpg,746,37,844,203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/004284.jpg,6,234,55,298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/006078.jpg,190.0,243.0,639.0,730.0,1.0,93.22544283413998,137.42028985507005,143.19645732688997,118.68115942028999,195.24959742350995,116.59903381643,286.16908212559997,106.18840579710002,313.9307568438,95.77777777777999,336.14009661835996,88.14331723026999,118.90499194847001,174.89855072463996,193.16747181964996,174.89855072463996,282.69887278583,156.15942028986,331.97584541063,130.47987117552003,209.82447665055997,268.59420289855,263.54589371980995,274.7681159420299,288.25120772946997,241.52657004830996,266.04186795490995,294.27375201288,267.42995169082,312.3188405797099,264.653784219,329.66988727858006,155.92753623187997,173.75362318841002,309.76650563607,141.58454106279999,267.42995169082,254.0193236715,211.90660225443003,318.56521739129994,293.10950080515,288.02737520129006
../data/I/001342.jpg,206,51,464,198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/004506.jpg,501,789,589,835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009712.jpg,126.0,209.0,224.0,307.0,1.0,21.616747181960022,27.58293075683997,29.89533011271999,24.927536231879998,38.88405797101001,24.705314009659986,54.30917874395999,22.30917874395999,61.946859903380016,19.463768115939985,69.58454106279999,17.81642512077005,26.302737520129995,31.956521739129983,38.48631239936,32.11272141707002,56.13687600643996,30.08212560386002,66.46308898926003,26.69985961913997,42.178743961349994,53.45893719807003,51.08894348145,54.45425415039,59.10144927535998,48.66666666667004,52.362318840579974,60.34782608695997,52.81159420290001,64.09178743961002,53.41062801932,67.53623188406004,32.70692431562,31.487922705310012,61.603864734300004,27.895330112720018,51.014492753620004,50.314009661839975,38.017713365539976,63.50885668276999,63.32206119163001,59.291465378420014
../data/II/008269.jpg,317,333,465,433,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/001063.jpg,24.0,31.0,149.0,156.0,1.0,23.697262479870993,32.834138486312,35.476650563606995,28.336553945249996,49.82608695652199,27.908212560385998,70.17230273751998,26.837359098229,81.30917874396,25.123993558776,92.66022544283001,25.338164251208,33.977455716586,42.68599033816399,50.25442834138501,42.47181964573301,71.68408203125,40.86033630371101,86.87761674718,39.25925925925901,51.96779388083701,64.959742351047,65.436233520508,68.50382232666,74.884057971014,63.03220611916299,65.88888888888901,75.02576489533001,66.53140096618401,81.66505636071001,67.173913043478,88.30434782609,42.330112721416995,41.615136876006005,80.02415458937,38.83091787439599,65.88888888888901,62.389694041868,45.770660400390994,78.12857818604,79.80998389694,76.09661835749
../data/II/009781.jpg,191.0,84.0,307.0,200.0,1.0,31.872785829310004,25.352657004829993,42.51368760064,24.59259259259001,51.444444444439995,27.062801932369993,66.07568438003,27.632850241550003,77.09661835749,25.352657004829993,85.26731078904999,29.152979066019995,35.86312399356004,35.23349436392999,48.214170692429974,36.56360708535,67.78582930757005,37.893719806760004,80.89694041867995,37.703703703700015,47.45410628018996,58.03542673108001,56.76489533011002,62.21578099838999,66.64573268921004,58.415458937199986,56.57487922705002,71.33655394524999,56.57487922705002,76.08695652174,56.38486312398999,79.88727858293001,41.563607085349986,35.61352657005,74.05636070852995,37.51368760064,57.524959742350006,54.80515297906999,44.603864734300004,75.89694041868,68.35587761674998,75.89694041868
../data/II/010352.jpg,56.0,70.0,308.0,321.0,1.0,56.26666999999999,66.94000199999999,76.87922705314,52.855072463769986,104.886673,53.11666899999999,143.496674,53.11666899999999,170.66667200000003,51.686668,186.39666699999998,64.08000200000001,71.6038647343,84.94685990338002,104.41000400000001,86.96000700000002,147.21739130435,84.06763285023999,176.386673,81.240005,101.49758454106001,124.51207729468999,126.81333899999998,130.33667,152.49275362319,124.07246376812,127.43478260869998,149.57004830917998,127.43478260869998,165.3961352657,126.99516908213002,179.90338164251,89.18840579709999,84.06763285023999,161.72463768116,80.99033816425,126.33667,116.990005,91.06333899999998,163.226669,156.44927536231998,164.07729468598998
../data/I/001377.jpg,673,249,759,337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009749.jpg,122.0,127.0,375.0,380.0,1.0,65.71666000000002,53.453339,91.08695652174,49.40579710144999,115.88405797101001,53.18840579709999,150.34782608695997,58.65217391304,173.04347826087002,60.33333333332999,186.49275362319003,69.15942028986001,71.43666100000002,75.856674,103.27536231884,82.60869565216998,146.72785829307998,86.31884057971001,175.98550724637994,88.07246376812,99.07246376812,128.42028985507002,125.97101449275002,139.34782608695997,149.68115942029,133.14975845410999,124.28985507246003,155.73913043477995,123.02898550724998,164.5652173913,120.92753623188,174.23188405797003,88.98550724638,77.98550724638,162.53623188406004,84.71014492753997,130.17391304347998,126.31884057971001,83.83000200000001,158.32000699999998,147.82608695652,162.46376811593996
../data/I/002023.jpg,1,133,175,293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007827.jpg,178.0,79.0,348.0,249.0,1.0,40.983337000000006,40.90333600000001,54.33000200000001,37.26333600000001,69.80000299999998,40.90333600000001,95.58334400000001,39.08333600000002,110.75,34.230002999999996,124.70333900000003,37.26333600000001,49.173339999999996,56.37333700000002,69.3961352657,56.0692431562,97.85829307567997,56.63285024155002,117.86634460547998,53.53301127213999,71.92334,87.616669,86.02254428341001,90.16747181964999,99.83091787439997,85.65861513688,85.74074074073997,105.94847020933997,86.30434782608995,112.71175523348998,86.483337,118.86000100000001,60.37842190016002,56.0692431562,108.28502415459002,53.251207729469996,86.02254428341001,82.84057971013999,66.16000400000001,109.15333600000002,104.38000499999998,107.636673
../data/II/009712.jpg,174,489,285,562,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/003474.jpg,205,37,293,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000421.jpg,110.0,41.0,182.0,114.0,1.0,14.862670898440001,17.369758605957003,22.41065979004,13.911491394042997,30.284103393549998,15.185474395752003,42.724637681160004,17.0,48.77688598633,15.277103424071996,54.35568237305,18.263134002686,19.053140096619984,23.357487922705005,29.40760803223,23.30207824707,42.99516908213002,24.845410628018996,52.869565217389976,24.033816425121003,29.58581542969,36.296257019043,36.02323913574,39.270141601563,42.15602111816003,36.410446166992,35.555555555560005,44.188405797101,35.555555555560005,47.434782608696,35.555555555560005,50.545893719807,24.869565217389976,22.410628019323994,48.0,23.628019323670998,35.86448669433997,35.81011962890601,26.628019323669974,46.893719806763,44.61322021484,46.265678405762
../data/II/009432.jpg,386.0,81.0,457.0,152.0,1.0,12.972624798710001,23.057971014489993,18.697262479870005,17.333333333333,26.83896940418998,15.297906602254002,37.524959742350006,14.152979066023008,45.66666666666998,12.880837359097995,53.42673107889999,15.170692431562003,18.57004830917998,26.111111111110006,28.747181964570018,24.075684380029998,40.26333600000004,22.503333999999995,50.882447665060056,21.785829307569998,27.98389694041998,36.92431561997,36.380032206120006,38.32367149758001,43.249597423509954,34.507246376810016,37.524959742350006,43.030595813199994,38.590982286629924,46.44605475040001,39.549114331720034,49.45732689211002,23.531400966179945,24.83896940419001,45.66666666666998,21.53140096618,35.10789049918998,32.98067632850001,28.87439613526999,47.35587761674998,48.33816425121,44.048309178739984
../data/I/000459.jpg,430,262,671,420,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/004954.jpg,512,176,596,229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/008171.jpg,295.0,86.0,435.0,226.0,1.0,34.85000600000001,37.826668,45.556670999999994,32.71666699999999,57.48001099999999,32.473335000000006,78.406677,30.040001000000004,91.30334500000004,29.553337000000013,104.20001200000002,33.933334,41.906677,47.07333400000002,57.96667500000001,46.10000600000001,78.41384863124,44.576489533010005,96.52657004831002,42.19323671498,53.58667000000003,70.433334,69.59581320451002,75.55877616747,84.61030595812997,69.12399355878,70.07246376812003,87.47504025765,70.07246376812003,94.14814814815,70.86334199999999,100.606674,50.529790660229935,45.053140096619984,86.75523349436003,42.908212560389984,66.97000099999997,68.0,52.61334199999999,88.683334,91.99838969403999,85.80676328502
../data/I/001228.jpg,521,174,537,198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/001657.jpg,606,255,723,340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/009253.jpg,200,484,276,525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/006195.jpg,254,558,499,683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/006947.jpg,194,86,358,223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/008607.jpg,60.0,80.0,173.0,190.0,1.0,20.326668000000012,29.25333400000001,31.5346215781,26.220611916259998,45.02576489533001,26.67793880837,61.50666799999999,23.260002,73.300003,19.97333499999999,85.67334,22.680000000000007,28.790660225443006,37.88244766506,45.073334,36.40666999999999,65.3768115942,34.452495974239994,81.15458937198,31.937198067630007,47.31239935588002,58.00483091786998,57.83333600000002,59.800003000000004,68.34943639291001,55.48953301127,58.745571658619994,68.06602254428,59.20289855071998,71.72463768116,59.66022544283001,74.92592592593002,36.79388083735901,36.96779388083999,73.15136876006,33.08051529791,57.83333600000002,54.386673,45.26666999999999,72.366669,72.4653784219,69.43800322061
../data/I/001291.jpg,117,41,322,192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/006673.jpg,67,651,342,841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/008203.jpg,79,183,169,294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007829.jpg,4,113,61,156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/005072.jpg,495,343,542,429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/005403.jpg,107,426,254,620,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/004976.jpg,204,260,295,356,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/II/007293.jpg,297,91,427,332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/003229.jpg,151,140,225,190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/005074.jpg,426,767,475,811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000977.jpg,243,243,494,369,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/000744.jpg,5,256,82,342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/006006.jpg,237,25,301,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../data/I/003911.jpg,91,297,316,492,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
